"7927","8445"
"7927","5887"
"7927","789"
"7927","3276"
"7927","2900"
"7927","9064"
"7927","38"
"7927","6549"
"7927","6588"
"7927","7849"
"7927","6150"
"7927","6440"
"7927","1715"
"7927","15"
"7927","3865"
"7927","681"
"7927","5767"
"7927","9338"
"7927","8069"
"7927","5371"
"7927","8853"
"7927","7139"
"7927","2886"
"7927","1856"
"7927","5574"
"7927","8444"
"7927","111"
"7927","4456"
"7927","350"
"7927","9429"
"7927","8442"
"7927","7055"
"7927","7356"
"7927","1579"
"7927","4606"
"7927","4601"
"7927","7141"
"7927","5837"
"7927","5339"
"7927","5780"
"7927","7434"
"7930","1126"
"7930","1292"
"7930","6477"
"7930","1276"
"7930","6909"
"7930","1309"
"7930","2596"
"7930","237"
"7930","3069"
"7930","3994"
"7930","6821"
"7930","1121"
"7930","3619"
"7930","202"
"7930","8041"
"7930","7022"
"7930","132"
"7930","779"
"7930","7864"
"7930","4481"
"7930","5076"
"7930","8207"
"7930","6676"
"7930","1092"
"7930","1330"
"7987","883"
"7987","1858"
"7987","1017"
"7987","1682"
"7987","6809"
"7987","1287"
"7987","1683"
"7987","1288"
"7987","1684"
"7987","7656"
"7987","1016"
"7987","882"
"7987","9450"
"7987","2835"
"7987","2901"
"7987","5093"
"7987","1360"
"7987","2223"
"7987","5635"
"7987","7565"
"7987","8117"
"7987","1365"
"7987","6435"
"7987","5542"
"7987","1124"
"7987","3531"
"7987","135"
"5613","9530"
"9530","5613"
"7952","3074"
"7952","5179"
"7952","2494"
"7952","7742"
"7569","7608"
"7569","946"
"7569","2336"
"7569","2367"
"7569","8298"
"7569","7786"
"7569","1595"
"7569","9360"
"7569","1476"
"7569","7980"
"7608","7569"
"7608","946"
"7608","2336"
"7608","2367"
"7608","8298"
"7608","7786"
"7608","1595"
"7608","9360"
"7608","1476"
"7608","7980"
"946","7569"
"946","7608"
"946","2336"
"946","2367"
"946","8298"
"946","7786"
"946","1595"
"946","9360"
"946","1476"
"946","7980"
"2336","7569"
"2336","7608"
"2336","946"
"2336","2367"
"2336","8298"
"2336","7786"
"2336","1595"
"2336","9360"
"2336","1476"
"2336","7980"
"2367","7569"
"2367","7608"
"2367","946"
"2367","2336"
"2367","8298"
"2367","7786"
"2367","1595"
"2367","9360"
"2367","1476"
"2367","7980"
"8298","7569"
"8298","7608"
"8298","946"
"8298","2336"
"8298","2367"
"8298","7786"
"8298","1595"
"8298","9360"
"8298","1476"
"8298","7980"
"651","1422"
"651","424"
"651","6245"
"7572","6825"
"7572","7741"
"7572","8742"
"7572","6687"
"7572","8315"
"7572","8504"
"7572","1135"
"7572","8744"
"7572","1485"
"7572","4431"
"7572","9321"
"7572","8609"
"7572","5645"
"7572","9384"
"7572","8611"
"7572","4050"
"8865","7657"
"8865","3641"
"8445","7927"
"8445","5887"
"8445","789"
"8445","3276"
"8445","2900"
"8445","9064"
"8445","38"
"8445","6549"
"8445","6588"
"8445","7849"
"8445","6150"
"8445","6440"
"8445","1715"
"8445","15"
"8445","3865"
"8445","681"
"8445","5767"
"8445","9338"
"8445","8069"
"8445","5371"
"8445","8853"
"8445","7139"
"8445","2886"
"8445","1856"
"8445","5574"
"8445","8444"
"8445","111"
"8445","4456"
"8445","350"
"8445","9429"
"8445","8442"
"8445","7055"
"8445","7356"
"8445","1579"
"8445","4606"
"8445","4601"
"8445","7141"
"8445","5837"
"8445","5339"
"8445","5780"
"8445","7434"
"5887","7927"
"5887","8445"
"5887","789"
"5887","3276"
"5887","2900"
"5887","9064"
"5887","38"
"5887","6549"
"5887","6588"
"5887","7849"
"5887","6150"
"5887","6440"
"5887","1715"
"5887","15"
"5887","3865"
"5887","681"
"5887","5767"
"5887","9338"
"5887","8069"
"5887","5371"
"5887","8853"
"5887","7139"
"5887","2886"
"5887","1856"
"5887","5574"
"5887","8444"
"5887","111"
"5887","4456"
"5887","350"
"5887","9429"
"5887","8442"
"5887","7055"
"5887","7356"
"5887","1579"
"5887","4606"
"5887","4601"
"5887","7141"
"5887","5837"
"5887","5339"
"5887","5780"
"5887","7434"
"672","8128"
"8128","672"
"8425","2780"
"8425","176"
"8425","8240"
"3893","6523"
"3893","7807"
"2341","2634"
"2341","494"
"2341","2385"
"2341","5629"
"2341","9469"
"2341","5130"
"2341","7744"
"2341","8868"
"2341","7992"
"2341","1656"
"2341","8355"
"2634","2341"
"2634","494"
"2634","2385"
"2634","5629"
"2634","9469"
"2634","5130"
"2634","7744"
"2634","8868"
"2634","7992"
"2634","1656"
"2634","8355"
"494","2341"
"494","2634"
"494","2385"
"494","5629"
"494","9469"
"494","5130"
"494","7744"
"494","8868"
"494","7992"
"494","1656"
"494","8355"
"2385","2341"
"2385","2634"
"2385","494"
"2385","5629"
"2385","9469"
"2385","5130"
"2385","7744"
"2385","8868"
"2385","7992"
"2385","1656"
"2385","8355"
"5629","2341"
"5629","2634"
"5629","494"
"5629","2385"
"5629","9469"
"5629","5130"
"5629","7744"
"5629","8868"
"5629","7992"
"5629","1656"
"5629","8355"
"9469","2341"
"9469","2634"
"9469","494"
"9469","2385"
"9469","5629"
"9469","5130"
"9469","7744"
"9469","8868"
"9469","7992"
"9469","1656"
"9469","8355"
"3068","9563"
"9563","3068"
"5130","2341"
"5130","2634"
"5130","494"
"5130","2385"
"5130","5629"
"5130","9469"
"5130","7744"
"5130","8868"
"5130","7992"
"5130","1656"
"5130","8355"
"4046","4168"
"4046","9264"
"4046","3435"
"4046","6808"
"4046","6259"
"4046","1635"
"4046","1702"
"4046","4264"
"4046","5865"
"4046","7429"
"4046","7761"
"4046","2240"
"4046","6367"
"4046","454"
"4046","7730"
"4046","7699"
"4046","1072"
"4046","5996"
"4046","7733"
"4046","7080"
"4046","7659"
"4046","3142"
"4046","3117"
"4046","8034"
"4046","8024"
"4046","103"
"4046","7737"
"4046","7710"
"4046","8948"
"4046","2964"
"4046","5773"
"4046","1456"
"4046","8577"
"4046","9240"
"4046","6156"
"4046","6764"
"4046","7624"
"4046","9400"
"4046","7112"
"4046","7105"
"4046","5204"
"4168","4046"
"4168","9264"
"4168","3435"
"4168","6808"
"4168","6259"
"4168","1635"
"4168","1702"
"4168","4264"
"4168","5865"
"4168","7429"
"4168","7761"
"4168","2240"
"4168","6367"
"4168","454"
"4168","7730"
"4168","7699"
"4168","1072"
"4168","5996"
"4168","7733"
"4168","7080"
"4168","7659"
"4168","3142"
"4168","3117"
"4168","8034"
"4168","8024"
"4168","103"
"4168","7737"
"4168","7710"
"4168","8948"
"4168","2964"
"4168","5773"
"4168","1456"
"4168","8577"
"4168","9240"
"4168","6156"
"4168","6764"
"4168","7624"
"4168","9400"
"4168","7112"
"4168","7105"
"4168","5204"
"9264","4046"
"9264","4168"
"9264","3435"
"9264","6808"
"9264","6259"
"9264","1635"
"9264","1702"
"9264","4264"
"9264","5865"
"9264","7429"
"9264","7761"
"9264","2240"
"9264","6367"
"9264","454"
"9264","7730"
"9264","7699"
"9264","1072"
"9264","5996"
"9264","7733"
"9264","7080"
"9264","7659"
"9264","3142"
"9264","3117"
"9264","8034"
"9264","8024"
"9264","103"
"9264","7737"
"9264","7710"
"9264","8948"
"9264","2964"
"9264","5773"
"9264","1456"
"9264","8577"
"9264","9240"
"9264","6156"
"9264","6764"
"9264","7624"
"9264","9400"
"9264","7112"
"9264","7105"
"9264","5204"
"3435","4046"
"3435","4168"
"3435","9264"
"3435","6808"
"3435","6259"
"3435","1635"
"3435","1702"
"3435","4264"
"3435","5865"
"3435","7429"
"3435","7761"
"3435","2240"
"3435","6367"
"3435","454"
"3435","7730"
"3435","7699"
"3435","1072"
"3435","5996"
"3435","7733"
"3435","7080"
"3435","7659"
"3435","3142"
"3435","3117"
"3435","8034"
"3435","8024"
"3435","103"
"3435","7737"
"3435","7710"
"3435","8948"
"3435","2964"
"3435","5773"
"3435","1456"
"3435","8577"
"3435","9240"
"3435","6156"
"3435","6764"
"3435","7624"
"3435","9400"
"3435","7112"
"3435","7105"
"3435","5204"
"6808","4046"
"6808","4168"
"6808","9264"
"6808","3435"
"6808","6259"
"6808","1635"
"6808","1702"
"6808","4264"
"6808","5865"
"6808","7429"
"6808","7761"
"6808","2240"
"6808","6367"
"6808","454"
"6808","7730"
"6808","7699"
"6808","1072"
"6808","5996"
"6808","7733"
"6808","7080"
"6808","7659"
"6808","3142"
"6808","3117"
"6808","8034"
"6808","8024"
"6808","103"
"6808","7737"
"6808","7710"
"6808","8948"
"6808","2964"
"6808","5773"
"6808","1456"
"6808","8577"
"6808","9240"
"6808","6156"
"6808","6764"
"6808","7624"
"6808","9400"
"6808","7112"
"6808","7105"
"6808","5204"
"6259","4046"
"6259","4168"
"6259","9264"
"6259","3435"
"6259","6808"
"6259","1635"
"6259","1702"
"6259","4264"
"6259","5865"
"6259","7429"
"6259","7761"
"6259","2240"
"6259","6367"
"6259","454"
"6259","7730"
"6259","7699"
"6259","1072"
"6259","5996"
"6259","7733"
"6259","7080"
"6259","7659"
"6259","3142"
"6259","3117"
"6259","8034"
"6259","8024"
"6259","103"
"6259","7737"
"6259","7710"
"6259","8948"
"6259","2964"
"6259","5773"
"6259","1456"
"6259","8577"
"6259","9240"
"6259","6156"
"6259","6764"
"6259","7624"
"6259","9400"
"6259","7112"
"6259","7105"
"6259","5204"
"1635","4046"
"1635","4168"
"1635","9264"
"1635","3435"
"1635","6808"
"1635","6259"
"1635","1702"
"1635","4264"
"1635","5865"
"1635","7429"
"1635","7761"
"1635","2240"
"1635","6367"
"1635","454"
"1635","7730"
"1635","7699"
"1635","1072"
"1635","5996"
"1635","7733"
"1635","7080"
"1635","7659"
"1635","3142"
"1635","3117"
"1635","8034"
"1635","8024"
"1635","103"
"1635","7737"
"1635","7710"
"1635","8948"
"1635","2964"
"1635","5773"
"1635","1456"
"1635","8577"
"1635","9240"
"1635","6156"
"1635","6764"
"1635","7624"
"1635","9400"
"1635","7112"
"1635","7105"
"1635","5204"
"1702","4046"
"1702","4168"
"1702","9264"
"1702","3435"
"1702","6808"
"1702","6259"
"1702","1635"
"1702","4264"
"1702","5865"
"1702","7429"
"1702","7761"
"1702","2240"
"1702","6367"
"1702","454"
"1702","7730"
"1702","7699"
"1702","1072"
"1702","5996"
"1702","7733"
"1702","7080"
"1702","7659"
"1702","3142"
"1702","3117"
"1702","8034"
"1702","8024"
"1702","103"
"1702","7737"
"1702","7710"
"1702","8948"
"1702","2964"
"1702","5773"
"1702","1456"
"1702","8577"
"1702","9240"
"1702","6156"
"1702","6764"
"1702","7624"
"1702","9400"
"1702","7112"
"1702","7105"
"1702","5204"
"4264","4046"
"4264","4168"
"4264","9264"
"4264","3435"
"4264","6808"
"4264","6259"
"4264","1635"
"4264","1702"
"4264","5865"
"4264","7429"
"4264","7761"
"4264","2240"
"4264","6367"
"4264","454"
"4264","7730"
"4264","7699"
"4264","1072"
"4264","5996"
"4264","7733"
"4264","7080"
"4264","7659"
